0.000000000000000000e+00 -2.280782154323857808e-02 3.927368362830139376e-02 2.266019837358897518e-02 1.317841074043487638e-02 -1.461562994538725263e-02 -2.449303901219692520e-03 -3.313200668518710636e-04 -3.250175718020266620e-03 4.010248210973038521e-04
1.000000000000000056e-01 2.024354675264410097e-01 6.737761093891078690e-02 -1.016215849543940057e-02 -1.457221478580880691e-02 -1.551489124231723860e-02 -1.606997213087183601e-02 -7.828999126355399782e-03 -9.270131386636843232e-03 -8.975404196247916550e-03
2.000000000000000111e-01 7.285756443324380160e-02 -1.066935259224685850e-01 -2.774887163310483726e-02 -2.626917760546229608e-02 -2.014023017880342201e-02 -2.218203442786453525e-02 -1.526155474797127355e-02 -1.623088974517975305e-02 -1.564159962820859534e-02
3.000000000000000444e-01 -9.703004501266472223e-03 2.036383434835572354e-02 -5.439669159344647648e-02 2.786598506015294796e-02 -1.251572370741944537e-02 -9.555409251718818484e-03 -2.645552946206522482e-02 -1.945615636363911410e-02 -1.840445749526392963e-02
4.000000000000000222e-01 -2.922877680169385511e-02 -8.363085000702621952e-02 -1.865142927711712501e-02 -2.763715796175545206e-02 -2.553243657854984902e-02 -2.638884507994139483e-02 -2.456087057468633178e-02 -1.896814864291752195e-02 -2.247626320330095226e-02
5.000000000000000000e-01 3.995164445770633954e-02 5.163821461908074673e-02 -4.532120818760464881e-02 -1.350229072876137776e-02 -3.722210933159003643e-02 -2.340850074157330499e-02 -1.827546847625317189e-02 -2.178252212163649462e-02 -2.090247756929529757e-02
6.000000000000000888e-01 3.861155865723796266e-02 -8.295720784462654041e-03 -3.300060534024241987e-02 -1.815357281537240131e-02 -7.461827995770919583e-03 -1.770341650025943764e-02 -1.833892261905509594e-02 -1.672897041781848740e-02 -1.736132037068165504e-02
7.000000000000000666e-01 -1.414783044083397501e-01 -7.340009026626739819e-02 -4.740086556150707731e-02 -1.950499813285814371e-02 -1.982265668695419591e-02 -1.077570703935887796e-02 -1.224835558697163172e-02 -1.063285891911171406e-02 -1.309815701730424747e-02
8.000000000000000444e-01 -8.780886612229699129e-02 1.518348952127282492e-02 -3.587528569780109450e-02 -2.632736750974625992e-02 3.692222466243479800e-03 -4.826528546921816931e-03 -7.574010695034818705e-03 -5.761380296243484578e-03 -2.743830963622477439e-03
9.000000000000000222e-01 1.799629008769908570e-02 2.692803832481073523e-02 -1.033380729799224934e-02 1.776994003460409532e-02 6.906781569789954660e-03 4.700741618067285320e-03 9.013372079511269494e-03 1.522979285282082939e-03 3.157995195564721348e-03
1.000000000000000000e+00 2.007663530961261988e-01 3.088324577784528485e-02 3.615301645456321655e-02 1.006803957840546326e-02 -1.923584047326155899e-04 2.293701411724941019e-02 1.789062007833927548e-02 1.405275652074683239e-02 1.460665800651709048e-02
1.100000000000000089e+00 -4.719290204466750072e-02 -8.223141659256186231e-02 4.734597920038258190e-02 2.783756906475429518e-02 2.816688529526787180e-02 3.507048301163356863e-02 2.853021613473570930e-02 2.641167689594241252e-02 2.882084620640853329e-02
1.200000000000000178e+00 4.586307239788568052e-02 -1.534300161261982487e-02 6.320323110728326421e-02 1.913963984389799311e-02 5.681997765081392426e-02 4.318186080157718904e-02 4.025236598160402551e-02 4.408818796040175902e-02 4.151019604443468430e-02
1.300000000000000044e+00 8.036758216988537651e-02 2.095066517625654434e-02 3.879874486942387624e-02 5.377445068566174408e-02 7.312608603760699377e-02 5.610647636303106589e-02 5.437100556640882265e-02 5.566601731826283095e-02 5.388583082202502011e-02
1.400000000000000133e+00 2.562686954957915098e-01 6.996048916172097065e-02 6.678119182304638468e-02 9.130872441731954781e-02 6.927176913998725483e-02 6.756974745377526681e-02 7.052938138325676176e-02 7.515736483313611993e-02 7.082243822206298056e-02
1.500000000000000000e+00 2.050992999446420439e-01 6.917330955971506823e-02 1.253927942519232341e-01 8.933974230200539268e-02 6.568388769711783204e-02 8.052970256360543477e-02 8.881482620863183353e-02 8.583040481416885636e-02 8.814779337719289010e-02
